image_id,original_caption,generated_caption
181600316.jpg,દાઢીવાળો એક વૃદ્ધ માણસ પાર્કિંગમાં ક્યુબ્ડ કાર્ડબોર્ડ કચરાપેટીની સામે ઘાસના સાવરણીનો ઉપયોગ કરીને જમીન સાફ કરે છે.,એક માણસ ફૂટપાથ સાફ કરી રહ્યો છે.
181616579.jpg,"ટોપી પહેરેલા ત્રણ માણસો ધ્વજ પકડીને ચાલી રહ્યા છે, એક માણસ ખભા પર રાઇફલ લઈને ચાલી રહ્યો છે.",લાલ શર્ટ પહેરેલો એક માણસ અમેરિકન ધ્વજ પકડી રાખે છે.
181618457.jpg,"એક ટ્રક અમેરિકન ધ્વજ અને ધ્વજના રંગોથી શણગારેલી છે, ટ્રક બેડમાં ત્રણ લોકો છે અને એક ડ્રાઇવિંગ કરી રહ્યો છે.",લાલ અને સફેદ પોશાક પહેરેલો એક માણસ અમેરિકન ધ્વજ પકડીને બેઠો છે.
1816224182.jpg,લાંબા કાળા વાળવાળી એક યુવતીની પાછળ માસ્ક અને કેપ પહેરેલો એક પોશાક પહેરેલો વ્યક્તિ આવે છે.,એક સ્ત્રી અને એક નાનો છોકરો એકબીજાની બાજુમાં બેઠા છે.
181702621.jpg,"બે સ્ત્રીઓ, બંને પોકર ચિપ્સના ઢગલા પાસે બેઠેલી, પત્તા રમી રહી છે.",એક પુરુષ અને એક સ્ત્રી ટેબલ પર બેઠા છે અને ટેબલ પર બેઠા છે.
18171073.jpg,"વાદળી શર્ટ પહેરેલી સ્ત્રી બહાર કાળા શર્ટ પહેરેલી સ્ત્રી સાથે હસી રહી છે, કારણ કે લોકો તેમની આસપાસ બેઠા છે અને ઉભા છે.",એક પુરુષ અને એક સ્ત્રી એકબીજાની બાજુમાં બેઠા છે.
1817746886.jpg,એક સ્ત્રી પલંગ પર બેઠી છે અને તેના ખોળામાં ઊંટ ભરેલો છે અને તેના ચહેરા પર હાથ મૂકી રહી છે.,એક સ્ત્રી સોફા પર બેઠી છે.
181777261.jpg,"દરિયા કિનારે આંશિક વાદળછાયું વાતાવરણ, આસપાસ લોકો ઉભા હતા અને જમણી બાજુ એક ઇમારત હતી.",લોકો દરિયા કિનારે ચાલી રહ્યા છે.
1818403842.jpg,પાણીમાં તરતા પીળા રમકડાને લાવવા માટે બે કૂતરા સ્વિમિંગ પુલમાં કૂદી રહ્યા છે.,એક કૂતરો પૂલમાં કૂદી પડે છે.
181876171.jpg,લશ્કરી શૈલીની કેપ અને મેડલ સાથેનું જેકેટ પહેરેલ ચશ્માં પહેરેલો એક માણસ તેનો જમણો હાથ હલાવી રહ્યો છે અને લશ્કરી ડ્રેસમાં હલાવતા બીજા માણસની સામે બેઠો છે.,યુનિફોર્મ પહેરેલો એક માણસ ફોટો માટે પોઝ આપી રહ્યો છે.
1819261140.jpg,"એક રેસ્ટોરન્ટમાં એક ડાઇનર બેઠો છે, જેણે કાળા પોશાક પહેર્યા છે જે તેનો ચહેરો ઢાંકે છે.",કાળા પોશાક પહેરેલો એક માણસ ટેબલ પર બેઠો છે.
181967064.jpg,શોર્ટ્સ અને ટી-શર્ટ પહેરેલો એક આધેડ વયનો માણસ સ્ટેનલેસ સ્ટીલની આઉટડોર બરબેક્યુ ગ્રીલ પર હેમબર્ગર અને હોટડોગ્સ રાંધે છે.,એક માણસ ગ્રીલ પર રસોઈ બનાવી રહ્યો છે.
181970350.jpg,શર્ટ પહેરેલો એક માણસ જેની પર પ્રાણીની પેટર્ન છે અને જાંબલી ટાઈ છે તે માઈક્રોફોનમાં ગીત ગાઈ રહ્યો છે.,એક માણસ માઇક્રોફોન પકડીને બેઠો છે.
181989658.jpg,એક સ્ત્રી પુતળા લઈને ફૂટપાથ પર ચાલી રહી છે અને મોબાઇલ ફોન પર વાત કરી રહી છે.,એક સ્ત્રી ફોટો લઈ રહી છે.
181989740.jpg,"એક છોકરી, કદાચ પાંચ વર્ષની આસપાસ, સફેદ શોર્ટ્સ, લાલ અને સફેદ ટોપ પહેરેલી અને લાલ ફુગ્ગો લઈને, લાકડાના મકાનની બહાર ઉભી રહીને અંદર જોઈ રહી છે.",એક નાનો છોકરો અને એક નાની છોકરી બહાર ઉભા છે.
182013889.jpg,લાલ ટી-શર્ટ અને ખાખી શોર્ટ્સ પહેરેલા એક વૃદ્ધ માણસ એક એન્ટિક ફોર્ડ વાહન ચલાવતા પરેડમાં ભીડને હાથ હલાવી રહ્યા છે.,લાલ પોશાક પહેરેલો એક માણસ ફાયર ટ્રક પર સવારી કરી રહ્યો છે.
